id,lang,type,code_raw,code_masked,masked
14448,java,expression_statement,"public void visitCellsForRow(int rowIndex, RecordVisitor rv) {CellValueRecordInterface[] rowCells = records[rowIndex];if(rowCells == null) {throw new IllegalArgumentException(""Row ["" + rowIndex + ""] is empty"");}for (int i = 0; i < rowCells.length; i++) {RecordBase cvr = (RecordBase) rowCells[i];if(cvr == null) {continue;}int nBlank = countBlanks(rowCells, i);if (nBlank > 1) {rv.visitRecord(createMBR(rowCells, i, nBlank));i+=nBlank-1;} else if (cvr instanceof RecordAggregate) {RecordAggregate agg = (RecordAggregate) cvr;agg.visitContainedRecords(rv);} else {rv.visitRecord((org.apache.poi.hssf.record.Record) cvr);}}}","public void visitCellsForRow(int rowIndex, RecordVisitor rv) {CellValueRecordInterface[] rowCells = records[rowIndex];if(rowCells == null) {throw new IllegalArgumentException(""Row ["" + rowIndex + ""] is empty"");}for (int i = 0; i < rowCells.length; i++) {RecordBase cvr = (RecordBase) rowCells[i];if(cvr == null) {continue;}int nBlank = countBlanks(rowCells, i);if (nBlank > 1) {rv.visitRecord(createMBR(rowCells, i, nBlank));i+=nBlank-1;} else if (cvr instanceof RecordAggregate) {RecordAggregate agg = (RecordAggregate) cvr;<MASKED>} else {rv.visitRecord((org.apache.poi.hssf.record.Record) cvr);}}}",agg.visitContainedRecords(rv);
14449,c#,expression_statement,"public void VisitCellsForRow(int rowIndex, RecordVisitor rv){CellValueRecordInterface[] rowCells = records[rowIndex];if (rowCells == null){throw new ArgumentException(""Row ["" + rowIndex + ""] is empty"");}for (int i = 0; i < rowCells.Length; i++){RecordBase cvr = (RecordBase)rowCells[i];if (cvr == null){continue;}int nBlank = CountBlanks(rowCells, i);if (nBlank > 1){rv.VisitRecord(CreateMBR(rowCells, i, nBlank));i += nBlank - 1;}else if (cvr is RecordAggregate){RecordAggregate agg = (RecordAggregate)cvr;agg.VisitContainedRecords(rv);}else{rv.VisitRecord((Record)cvr);}}}","public void VisitCellsForRow(int rowIndex, RecordVisitor rv){CellValueRecordInterface[] rowCells = records[rowIndex];if (rowCells == null){throw new ArgumentException(""Row ["" + rowIndex + ""] is empty"");}for (int i = 0; i < rowCells.Length; i++){RecordBase cvr = (RecordBase)rowCells[i];if (cvr == null){continue;}int nBlank = CountBlanks(rowCells, i);if (nBlank > 1){<MASKED>i += nBlank - 1;}else if (cvr is RecordAggregate){RecordAggregate agg = (RecordAggregate)cvr;agg.VisitContainedRecords(rv);}else{rv.VisitRecord((Record)cvr);}}}","rv.VisitRecord(CreateMBR(rowCells, i, nBlank));"
14450,java,expression_statement,public DeleteVpnConnectionResult deleteVpnConnection(DeleteVpnConnectionRequest request) {request = beforeClientExecution(request);return executeDeleteVpnConnection(request);},public DeleteVpnConnectionResult deleteVpnConnection(DeleteVpnConnectionRequest request) {<MASKED>return executeDeleteVpnConnection(request);},request = beforeClientExecution(request);
14451,c#,expression_statement,"public virtual DeleteVpnConnectionResponse DeleteVpnConnection(DeleteVpnConnectionRequest request){var options = new InvokeOptions();options.RequestMarshaller = DeleteVpnConnectionRequestMarshaller.Instance;options.ResponseUnmarshaller = DeleteVpnConnectionResponseUnmarshaller.Instance;return Invoke<DeleteVpnConnectionResponse>(request, options);}","public virtual DeleteVpnConnectionResponse DeleteVpnConnection(DeleteVpnConnectionRequest request){var options = new InvokeOptions();options.RequestMarshaller = DeleteVpnConnectionRequestMarshaller.Instance;<MASKED>return Invoke<DeleteVpnConnectionResponse>(request, options);}",options.ResponseUnmarshaller = DeleteVpnConnectionResponseUnmarshaller.Instance;
14452,java,expression_statement,"public void clear() {username = null;if (password != null) {Arrays.fill(password, (char) 0);password = null;}}","public void clear() {<MASKED>if (password != null) {Arrays.fill(password, (char) 0);password = null;}}",username = null;
14453,c#,expression_statement,"public virtual void Clear(){username = null;if (password != null){Arrays.Fill(password, (char)0);password = null;}}",public virtual void Clear(){username = null;if (password != null){<MASKED>password = null;}},"Arrays.Fill(password, (char)0);"
14454,java,string_literal,"public String toString() {return String.format(Locale.ROOT,""time=%.2f sec. total (%.2f reading, %.2f sorting, %.2f merging), lines=%d, temp files=%d, merges=%d, soft ram limit=%.2f MB"",totalTimeMS / 1000.0d, readTimeMS / 1000.0d, sortTimeMS.get() / 1000.0d, mergeTimeMS.get() / 1000.0d,lineCount, tempMergeFiles, mergeRounds,(double) bufferSize / MB);}","public String toString() {return String.format(Locale.ROOT,<MASKED>,totalTimeMS / 1000.0d, readTimeMS / 1000.0d, sortTimeMS.get() / 1000.0d, mergeTimeMS.get() / 1000.0d,lineCount, tempMergeFiles, mergeRounds,(double) bufferSize / MB);}","""time=%.2f sec. total (%.2f reading, %.2f sorting, %.2f merging), lines=%d, temp files=%d, merges=%d, soft ram limit=%.2f MB"""
14455,c#,string_literal,"public override string ToString(){return string.Format(CultureInfo.InvariantCulture,""time={0:0.00} sec. total ({1:0.00} reading, {2:0.00} sorting, {3:0.00} merging), lines={4}, temp files={5}, merges={6}, soft ram limit={7:0.00} MB"",TotalTime / 1000.0d, ReadTime / 1000.0d, SortTime / 1000.0d, MergeTime / 1000.0d,Lines, TempMergeFiles, MergeRounds,(double)BufferSize / MB);}","public override string ToString(){return string.Format(CultureInfo.InvariantCulture,<MASKED>,TotalTime / 1000.0d, ReadTime / 1000.0d, SortTime / 1000.0d, MergeTime / 1000.0d,Lines, TempMergeFiles, MergeRounds,(double)BufferSize / MB);}","""time={0:0.00} sec. total ({1:0.00} reading, {2:0.00} sorting, {3:0.00} merging), lines={4}, temp files={5}, merges={6}, soft ram limit={7:0.00} MB"""
14456,java,expression_statement,public DetachLoadBalancersResult detachLoadBalancers(DetachLoadBalancersRequest request) {request = beforeClientExecution(request);return executeDetachLoadBalancers(request);},public DetachLoadBalancersResult detachLoadBalancers(DetachLoadBalancersRequest request) {<MASKED>return executeDetachLoadBalancers(request);},request = beforeClientExecution(request);
14457,c#,expression_statement,"public virtual DetachLoadBalancersResponse DetachLoadBalancers(DetachLoadBalancersRequest request){var options = new InvokeOptions();options.RequestMarshaller = DetachLoadBalancersRequestMarshaller.Instance;options.ResponseUnmarshaller = DetachLoadBalancersResponseUnmarshaller.Instance;return Invoke<DetachLoadBalancersResponse>(request, options);}","public virtual DetachLoadBalancersResponse DetachLoadBalancers(DetachLoadBalancersRequest request){var options = new InvokeOptions();<MASKED>options.ResponseUnmarshaller = DetachLoadBalancersResponseUnmarshaller.Instance;return Invoke<DetachLoadBalancersResponse>(request, options);}",options.RequestMarshaller = DetachLoadBalancersRequestMarshaller.Instance;
14458,java,expression_statement,"public synchronized Span[] splitSentences(String line) {if (sentenceSplitter != null) {return sentenceSplitter.sentPosDetect(line);} else {Span[] shorty = new Span[1];shorty[0] = new Span(0, line.length());return shorty;}}",public synchronized Span[] splitSentences(String line) {if (sentenceSplitter != null) {return sentenceSplitter.sentPosDetect(line);} else {Span[] shorty = new Span[1];<MASKED>return shorty;}},"shorty[0] = new Span(0, line.length());"
14459,c#,expression_statement,"public virtual Span[] SplitSentences(string line){lock (this){if (sentenceSplitter != null){return sentenceSplitter.sentPosDetect(line);}else{Span[] shorty = new Span[1];shorty[0] = new Span(0, line.Length);return shorty;}}}",public virtual Span[] SplitSentences(string line){lock (this){if (sentenceSplitter != null){return sentenceSplitter.sentPosDetect(line);}else{Span[] shorty = new Span[1];<MASKED>return shorty;}}},"shorty[0] = new Span(0, line.Length);"
14460,java,expression_statement,public void setBuiltinStyle(int builtinStyleId) {field_1_xf_index = isBuiltinFlag.set(field_1_xf_index);field_2_builtin_style = builtinStyleId;},public void setBuiltinStyle(int builtinStyleId) {field_1_xf_index = isBuiltinFlag.set(field_1_xf_index);<MASKED>},field_2_builtin_style = builtinStyleId;
14461,c#,expression_statement,public void SetBuiltinStyle(int builtinStyleId){field_1_xf_index = isBuiltinFlag.Set(field_1_xf_index);field_2_builtin_style = builtinStyleId;},public void SetBuiltinStyle(int builtinStyleId){<MASKED>field_2_builtin_style = builtinStyleId;},field_1_xf_index = isBuiltinFlag.Set(field_1_xf_index);
14462,java,expression_statement,public void addEscherProperty( EscherProperty prop ){properties.add( prop );},public void addEscherProperty( EscherProperty prop ){<MASKED>},properties.add( prop );
14463,c#,expression_statement,public void AddEscherProperty(EscherProperty prop){properties.Add(prop);},public void AddEscherProperty(EscherProperty prop){<MASKED>},properties.Add(prop);
14464,java,expression_statement,"public String toString() {StringBuilder sb = new StringBuilder();sb.append(""["").append(""USERSVIEWBEGIN"").append(""] (0x"");sb.append(Integer.toHexString(sid).toUpperCase(Locale.ROOT)).append("")\n"");sb.append(""  rawData="").append(HexDump.toHex(_rawData)).append(""\n"");sb.append(""[/"").append(""USERSVIEWBEGIN"").append(""]\n"");return sb.toString();}","public String toString() {StringBuilder sb = new StringBuilder();sb.append(""["").append(""USERSVIEWBEGIN"").append(""] (0x"");<MASKED>sb.append(""  rawData="").append(HexDump.toHex(_rawData)).append(""\n"");sb.append(""[/"").append(""USERSVIEWBEGIN"").append(""]\n"");return sb.toString();}","sb.append(Integer.toHexString(sid).toUpperCase(Locale.ROOT)).append("")\n"");"
14465,c#,string_literal,"public override String ToString(){StringBuilder sb = new StringBuilder();sb.Append(""["").Append(""USERSVIEWBEGIN"").Append(""] (0x"");sb.Append(StringUtil.ToHexString(sid).ToUpper() + "")\n"");sb.Append(""  rawData="").Append(HexDump.ToHex(_rawData)).Append(""\n"");sb.Append(""[/"").Append(""USERSVIEWBEGIN"").Append(""]\n"");return sb.ToString();}","public override String ToString(){StringBuilder sb = new StringBuilder();sb.Append(""["").Append(""USERSVIEWBEGIN"").Append(""] (0x"");sb.Append(StringUtil.ToHexString(sid).ToUpper() + "")\n"");sb.Append(<MASKED>).Append(HexDump.ToHex(_rawData)).Append(""\n"");sb.Append(""[/"").Append(""USERSVIEWBEGIN"").Append(""]\n"");return sb.ToString();}","""  rawData="""
14466,java,expression_statement,"public String group(int group) {ensureMatch();int from = matchOffsets[group * 2];int to = matchOffsets[(group * 2) + 1];if (from == -1 || to == -1) {return null;} else {return input.substring(from, to);}}","public String group(int group) {<MASKED>int from = matchOffsets[group * 2];int to = matchOffsets[(group * 2) + 1];if (from == -1 || to == -1) {return null;} else {return input.substring(from, to);}}",ensureMatch();
14467,c#,expression_statement,"public string group(int group_1){ensureMatch();int from = matchOffsets[group_1 * 2];int to = matchOffsets[(group_1 * 2) + 1];if (from == -1 || to == -1){return null;}else{return Sharpen.StringHelper.Substring(input, from, to);}}","public string group(int group_1){<MASKED>int from = matchOffsets[group_1 * 2];int to = matchOffsets[(group_1 * 2) + 1];if (from == -1 || to == -1){return null;}else{return Sharpen.StringHelper.Substring(input, from, to);}}",ensureMatch();
14468,java,expression_statement,public void removeCompany() {remove1stProperty(PropertyIDMap.PID_COMPANY);},public void removeCompany() {<MASKED>},remove1stProperty(PropertyIDMap.PID_COMPANY);
14469,c#,expression_statement,public void RemoveCompany(){MutableSection s = (MutableSection)FirstSection;s.RemoveProperty(PropertyIDMap.PID_COMPANY);},public void RemoveCompany(){MutableSection s = (MutableSection)FirstSection;<MASKED>},s.RemoveProperty(PropertyIDMap.PID_COMPANY);
14470,java,expression_statement,public RevFilter clone() {final RevFilter[] s = new RevFilter[subfilters.length];for (int i = 0; i < s.length; i++)s[i] = subfilters[i].clone();return new List(s);},public RevFilter clone() {final RevFilter[] s = new RevFilter[subfilters.length];for (int i = 0; i < s.length; i++)<MASKED>return new List(s);},s[i] = subfilters[i].clone();
14471,c#,expression_statement,public override RevFilter Clone(){RevFilter[] s = new RevFilter[subfilters.Length];for (int i = 0; i < s.Length; i++){s[i] = subfilters[i].Clone();}return new OrRevFilter.List(s);},public override RevFilter Clone(){RevFilter[] s = new RevFilter[subfilters.Length];for (int i = 0; i < s.Length; i++){<MASKED>}return new OrRevFilter.List(s);},s[i] = subfilters[i].Clone();
14472,java,expression_statement,public void removeName(Name name) {int index = getNameIndex((HSSFName) name);removeName(index);},public void removeName(Name name) {int index = getNameIndex((HSSFName) name);<MASKED>},removeName(index);
14473,c#,expression_statement,public void RemoveName(HSSFName name){int index = GetNameIndex(name);RemoveName(index);},public void RemoveName(HSSFName name){int index = GetNameIndex(name);<MASKED>},RemoveName(index);
14474,java,expression_statement,"public AttributeValueUpdate(AttributeValue value, AttributeAction action) {setValue(value);setAction(action.toString());}","public AttributeValueUpdate(AttributeValue value, AttributeAction action) {<MASKED>setAction(action.toString());}",setValue(value);
14475,c#,expression_statement,"public AttributeValueUpdate(AttributeValue value, AttributeAction action){_value = value;_action = action;}","public AttributeValueUpdate(AttributeValue value, AttributeAction action){<MASKED>_action = action;}",_value = value;
