"index","input","target"
"2396","public static void close(@NonNull Repository db) {if (db.getDirectory() != null) {FileKey key = FileKey.exact(db.getDirectory(), db.getFS());cache.unregisterAndCloseRepository(key);}}
public OrQueryNode(List<QueryNode> clauses) {super(clauses);if ((clauses == null) || (clauses.size() == 0)) {throw new IllegalArgumentException(""OR query must have at least one clause"");}}
public ReplicationGroup createReplicationGroup(CreateReplicationGroupRequest request) {request = beforeClientExecution(request);return executeCreateReplicationGroup(request);}
public ListCollectionsResult listCollections(ListCollectionsRequest request) {request = beforeClientExecution(request);return executeListCollections(request);}","public void setParentIds(AnyObjectId parent1, AnyObjectId parent2) {parentIds = new ObjectId[] { parent1.copy(), parent2.copy() };}"
"2401","public TokenOffsetPayloadTokenFilter create(TokenStream input) {return new TokenOffsetPayloadTokenFilter(input);}
public CreateDataSourceResult createDataSource(CreateDataSourceRequest request) {request = beforeClientExecution(request);return executeCreateDataSource(request);}
public DeleteBranchCommand setBranchNames(String... branchnames) {checkCallable();this.branchNames.clear();this.branchNames.addAll(Arrays.asList(branchnames));return this;}
public void setCoordinates(int x1, int y1, int x2, int y2) {_spgrRecord.setRectX1(x1);_spgrRecord.setRectX2(x2);_spgrRecord.setRectY1(y1);_spgrRecord.setRectY2(y2);}","public DescribeNotificationConfigurationsResult describeNotificationConfigurations() {return describeNotificationConfigurations(new DescribeNotificationConfigurationsRequest());}"
"2406","public GetStatusResult getStatus(GetStatusRequest request) {request = beforeClientExecution(request);return executeGetStatus(request);}
public final ValueEval evaluate(ValueEval[] args, int srcRowIndex, int srcColumnIndex) {switch (args.length) {case 1:return evaluate(srcRowIndex, srcColumnIndex, args[0]);case 2:return evaluate(srcRowIndex, srcColumnIndex, args[0], args[1]);}return ErrorEval.VALUE_INVALID;}
public ExternalSheet getExternalSheet(int externSheetIndex) {String[] extNames = linkTable.getExternalBookAndSheetName(externSheetIndex);if (extNames == null) {return null;}if (extNames.length == 2) {return new ExternalSheet(extNames[0], extNames[1]);} else {return new ExternalSheetRange(extNames[0], extNames[1], extNames[2]);}}
public static int delete(char s[], int pos, int len) {assert pos < len;if (pos < len - 1) { System.arraycopy(s, pos + 1, s, pos, len - pos - 1);}return len - 1;}","public HSSFConditionalFormatting getConditionalFormattingAt(int index) {CFRecordsAggregate cf = _conditionalFormattingTable.get(index);if (cf == null) {return null;}return new HSSFConditionalFormatting(_sheet, cf);}"
"2411","public static Cell createCell(Row row, int column, String value, CellStyle style) {Cell cell = getCell(row, column);cell.setCellValue(cell.getRow().getSheet().getWorkbook().getCreationHelper().createRichTextString(value));if (style != null) {cell.setCellStyle(style);}return cell;}
public void setFillColor(int red, int green, int blue) {int fillColor = ((blue) << 16) | ((green) << 8) | red;setPropertyValue(new EscherRGBProperty(EscherPropertyTypes.FILL__FILLCOLOR, fillColor));}
public ErrorResponseBody error() {return this.error;}
public void write(int b) throws IOException {try {beginWrite();dst.write(b);} catch (InterruptedIOException e) {throw writeTimedOut(e);} finally {endWrite();}}","public void add(String key, ParserExtension extension) {this.extensions.put(key, extension);}"
"2416","public SignOutUserResult signOutUser(SignOutUserRequest request) {request = beforeClientExecution(request);return executeSignOutUser(request);}
public PutImageTagMutabilityResult putImageTagMutability(PutImageTagMutabilityRequest request) {request = beforeClientExecution(request);return executePutImageTagMutability(request);}
public CreateIAMPolicyAssignmentResult createIAMPolicyAssignment(CreateIAMPolicyAssignmentRequest request) {request = beforeClientExecution(request);return executeCreateIAMPolicyAssignment(request);}
public GetRoomResult getRoom(GetRoomRequest request) {request = beforeClientExecution(request);return executeGetRoom(request);}","public DescribeLaunchConfigurationsResult describeLaunchConfigurations() {return describeLaunchConfigurations(new DescribeLaunchConfigurationsRequest());}"
"2421","public UpdateTaskSetResult updateTaskSet(UpdateTaskSetRequest request) {request = beforeClientExecution(request);return executeUpdateTaskSet(request);}
public boolean equals(Object other_) {if (other_ == this) {return true;} else if (!(other_ instanceof FSTTermOutputs.TermData)) {return false;}TermData other = (TermData) other_;return statsEqual(this, other) &&bytesEqual(this, other);}
public int getSequenceIndex() {return sequenceIndex;}
public DeleteAutoScalingGroupResult deleteAutoScalingGroup(DeleteAutoScalingGroupRequest request) {request = beforeClientExecution(request);return executeDeleteAutoScalingGroup(request);}","public int nextDoc() {while (true) {if (queue.size() == 0) {doc = NO_MORE_DOCS;break;}int newDoc = queue.top().docID();if (newDoc != doc) {assert newDoc > doc: ""doc="" + doc + "" newDoc="" + newDoc;doc = newDoc;break;}if (queue.top().nextDoc() == NO_MORE_DOCS) {queue.pop();} else {queue.updateTop();}}return doc;}"
"2426","public Collection<ChildScorable> getChildren() {return Collections.singleton(new ChildScorable(parentScorer, ""BLOCK_JOIN""));}
public void endTask() {if (!isMainThread())throw new IllegalStateException();pm.endTask();}
public UpdateConfigurationSetEventDestinationResult updateConfigurationSetEventDestination(UpdateConfigurationSetEventDestinationRequest request) {request = beforeClientExecution(request);return executeUpdateConfigurationSetEventDestination(request);}
public void serialize(LittleEndianOutput out) {out.writeShort(getBackup());}","public DescribeBundleTasksResult describeBundleTasks(DescribeBundleTasksRequest request) {request = beforeClientExecution(request);return executeDescribeBundleTasks(request);}"
"2431","public Explanation idfExplain(CollectionStatistics collectionStats, TermStatistics termStats) {final long df = termStats.docFreq();final long docCount = collectionStats.docCount();final float idf = idf(df, docCount);return Explanation.match(idf, ""idf, computed as log(1 + (N - n + 0.5) / (n + 0.5)) from:"",Explanation.match(df, ""n, number of documents containing term""),Explanation.match(docCount, ""N, total number of documents with field""));}
public DescribeFleetEventsResult describeFleetEvents(DescribeFleetEventsRequest request) {request = beforeClientExecution(request);return executeDescribeFleetEvents(request);}
public BasicCredentials(String accessKeyId, String accessKeySecret) {if (accessKeyId == null) {throw new IllegalArgumentException(""Access key ID cannot be null."");}if (accessKeySecret == null) {throw new IllegalArgumentException(""Access key secret cannot be null."");}this.accessKeyId = accessKeyId;this.accessKeySecret = accessKeySecret;}
public String getOldPath() {return oldPath;}","public int nextIndex() {return iterator.nextIndex() - start;}"
"2436","public Snapshot deleteClusterSnapshot(DeleteClusterSnapshotRequest request) {request = beforeClientExecution(request);return executeDeleteClusterSnapshot(request);}
public String getColsNamesForValsByRound() {if (colForValByRound.size() == 0) {return """";}StringBuilder sb = new StringBuilder();for (final String colName : colForValByRound.values()) {sb.append(' ').append(colName);}return sb.toString();}
public void deprecateActivityType(DeprecateActivityTypeRequest request) {request = beforeClientExecution(request);executeDeprecateActivityType(request);}
public PartETag(int partNumber, String eTag) {this.partNumber = partNumber;this.eTag = eTag;}","@Override public boolean remove(Object object) {if (object instanceof Multiset.Entry) {Multiset.Entry<?> entry = (Multiset.Entry<?>) object;Object element = entry.getElement();int entryCount = entry.getCount();return countMap.remove(element, entryCount);}return false;}"
"2441","public ListAccessControlRulesResult listAccessControlRules(ListAccessControlRulesRequest request) {request = beforeClientExecution(request);return executeListAccessControlRules(request);}
public final CharBuffer get(char[] dst, int srcOffset, int charCount) {if (charCount > remaining()) {throw new BufferUnderflowException();}System.arraycopy(backingArray, offset + position, dst, srcOffset, charCount);position += charCount;return this;}
public DescribeDBClusterBacktracksResult describeDBClusterBacktracks(DescribeDBClusterBacktracksRequest request) {request = beforeClientExecution(request);return executeDescribeDBClusterBacktracks(request);}
public boolean equals(ATNConfig other) {if (this == other) {return true;}else if (other == null) {return false;}return this.state.stateNumber==other.state.stateNumber&& this.alt==other.alt&& (this.context==other.context || (this.context != null && this.context.equals(other.context)))&& this.semanticContext.equals(other.semanticContext)&& this.isPrecedenceFilterSuppressed() == other.isPrecedenceFilterSuppressed();}","public AbbreviatedObjectId getId(Side side) {return side == Side.OLD ? getOldId() : getNewId();}"
"2446","public CatLabRecord(RecordInputStream in) {rt = in.readShort();grbitFrt = in.readShort();wOffset = in.readShort();at = in.readShort();grbit = in.readShort();if(in.available() == 0) {unused = null;} else {unused = in.readShort();}}
public String substring(int start, int end) {if (start >= 0 && start <= end && end <= count) {if (start == end) {return """";}return new String(value, start, end - start);}throw startEndAndLength(start, end);}
public int remove(final int index){if (index >= _limit){throw new IndexOutOfBoundsException();}int rval = _array[ index ];System.arraycopy(_array, index + 1, _array, index, _limit - index);_limit--;return rval;}
public K getKey() {return super.get();}","public void write(LittleEndianOutput out) {out.writeByte(sid + getPtgClass());out.writeInt(unused1);out.writeInt(unused2);}"
"2451","public void setDeltaCacheLimit(int size) {deltaCacheLimit = size;}
public String toString() {return ""L"";}
public Map<String, String> read(String response, String endpoint) {return read(new StringCharacterIterator(response), endpoint, FIRST_POSITION);}
public DeleteMessageResult deleteMessage(DeleteMessageRequest request) {request = beforeClientExecution(request);return executeDeleteMessage(request);}","public SearchFind(boolean isCaseSensitive) {_isCaseSensitive = isCaseSensitive;}"
"2456","public void setRoleName(String roleName) {if (null == roleName) {throw new NullPointerException(""You must specifiy a valid role name."");}this.roleName = roleName;setCredentialUrl();}
public AllocatePublicVirtualInterfaceResult allocatePublicVirtualInterface(AllocatePublicVirtualInterfaceRequest request) {request = beforeClientExecution(request);return executeAllocatePublicVirtualInterface(request);}
public void decode(byte[] blocks, int blocksOffset, long[] values, int valuesOffset, int iterations) {for (int i = 0; i < iterations; ++i) {final long byte0 = blocks[blocksOffset++] & 0xFF;final long byte1 = blocks[blocksOffset++] & 0xFF;values[valuesOffset++] = (byte0 << 2) | (byte1 >>> 6);final long byte2 = blocks[blocksOffset++] & 0xFF;values[valuesOffset++] = ((byte1 & 63) << 4) | (byte2 >>> 4);final long byte3 = blocks[blocksOffset++] & 0xFF;values[valuesOffset++] = ((byte2 & 15) << 6) | (byte3 >>> 2);final long byte4 = blocks[blocksOffset++] & 0xFF;values[valuesOffset++] = ((byte3 & 3) << 8) | byte4;}}
public DeleteLoadBalancerRequest(String loadBalancerName) {setLoadBalancerName(loadBalancerName);}","public PutDeliverabilityDashboardOptionResult putDeliverabilityDashboardOption(PutDeliverabilityDashboardOptionRequest request) {request = beforeClientExecution(request);return executePutDeliverabilityDashboardOption(request);}"
"2461","public XPathRuleElement(String ruleName, int ruleIndex) {super(ruleName);this.ruleIndex = ruleIndex;}
public PullCommand setProgressMonitor(ProgressMonitor monitor) {if (monitor == null) {monitor = NullProgressMonitor.INSTANCE;}this.monitor = monitor;return this;}
public static final RevFilter after(long ts) {return new After(ts);}
public final String toString() {StringBuilder sb = new StringBuilder(64);sb.append(getClass().getName()).append("" [len="");sb.append(field_2_subex_len);sb.append(""]"");return sb.toString();}","public DeleteRoomResult deleteRoom(DeleteRoomRequest request) {request = beforeClientExecution(request);return executeDeleteRoom(request);}"
"2466","public ScandinavianNormalizationFilter create(TokenStream input) {return new ScandinavianNormalizationFilter(input);}
public ValidateTemplateResult validateTemplate(ValidateTemplateRequest request) {request = beforeClientExecution(request);return executeValidateTemplate(request);}
public ListBranchCommand branchList() {return new ListBranchCommand(repo);}
public String toString() {return getClass().getSimpleName() + ""["" + getEntryPathString() + ""]""; }","public final Edit before(Edit cut) {return new Edit(beginA, cut.beginA, beginB, cut.beginB);}"
"2471","public String toString() {if ( symbol.getType() == Token.EOF ) return ""<EOF>"";return symbol.getText();}
public DeleteDeploymentStrategyResult deleteDeploymentStrategy(DeleteDeploymentStrategyRequest request) {request = beforeClientExecution(request);return executeDeleteDeploymentStrategy(request);}
public GetModelResult getModel(GetModelRequest request) {request = beforeClientExecution(request);return executeGetModel(request);}
public DescribeUserResult describeUser(DescribeUserRequest request) {request = beforeClientExecution(request);return executeDescribeUser(request);}","public ListSnapshotBlocksResult listSnapshotBlocks(ListSnapshotBlocksRequest request) {request = beforeClientExecution(request);return executeListSnapshotBlocks(request);}"
